"ParkCode","ParkName","CategoryName","Order","Family","SciName","CommonNames","Occurrence","Nativeness","Abundance","ParkTags","ElevationRange","TaxaGroup"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Eryngium yuccifolium var. yuccifolium","Button Eryngo","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July, August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Heracleum maximum","Common Cowparsnip","Present","Native","Rare","Elevation Range: High; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: May, June, July","High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Ligusticum canadense","Canadian Licorice-root","Present","Native","Uncommon","Elevation Range: Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: June, July","Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Osmorhiza claytonii","Clayton's Sweetroot","Present","Native","Abundant","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Osmorhiza longistylis","Longstyle Sweetroot","Present","Native","Common","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Oxypolis rigidior","Stiff Cowbane","Present","Native","Common","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Wetland; Bloom Time: August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Pastinaca sativa","Wild Parsnip","Present","Non-native","Rare","Elevation Range: Low; Life form: Biennial herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Sanicula canadensis","Canadian Blacksnakeroot","Present","Native","Abundant","Elevation Range: Low; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Sanicula canadensis var. canadensis","Canadian Blacksnakeroot","Present","Native","Abundant","Elevation Range: Low to Mid; Life form: Biennial herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Sanicula marilandica","Maryland Sanicle","Present","Native","Uncommon","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: March, April, May, June, July","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Sanicula odorata","Clustered Blacksnakeroot","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: March, April, May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Sanicula smallii","Small's Blacksnakeroot","Present","Native","Uncommon","Elevation Range: Wide Range; Life form: Biennial herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Sanicula trifoliata","Largefruit Blacksnakeroot","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Taenidia integerrima","Yellow Pimpernel","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Thaspium barbinode","Hairyjoint Meadowparsnip","Present","Native","Common","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Thaspium trifoliatum var. aureum","Purple Meadowparsnip","Present","Native","Common","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Thaspium trifoliatum var. trifoliatum","Purple Meadowparsnip","Present","Native","Common","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Torilis japonica","Edge Hedgeparsley","Present","Non-native","Rare","Elevation Range: Low; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Zizia aptera","Meadow Zizia","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Apiaceae","Zizia trifoliata","Meadow Alexanders","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Araliaceae","Aralia nudicaulis","Wild Sarsaparilla","Present","Native","Uncommon","Elevation Range: Mid to High; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: May, June","Mid to High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Araliaceae","Aralia racemosa","American Spikenard","Present","Native","Uncommon","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: June, July, August","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Araliaceae","Aralia spinosa","Devil's Walkingstick","Present","Native","Common","Elevation Range: Low to Mid; Life form: Small Tree; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: June, July, August","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Araliaceae","Eleutherococcus sieboldianus","Fiveleaf Aralia","Present","Non-native","Rare","Elevation Range: Low; Life form: Shrub; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July, August","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Araliaceae","Hedera helix var. helix","English Ivy","Present","Non-native","Uncommon","Elevation Range: Low; Life form: Woody Vine; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July; Exotic Plant Category: Exotic Plants Category 1","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Araliaceae","Hydrocotyle americana","American Marshpennywort","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park extirpated; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Wetland; Bloom Time: June, July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Araliaceae","Hydrocotyle sibthorpioides","Lawn Marshpennywort","Present","Non-native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: March, April, May, June, July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Araliaceae","Panax quinquefolius","American Ginseng","Present","Native","Uncommon","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Apiales","Araliaceae","Panax trifolius","Dwarf Ginseng","Present","Native","Rare","Elevation Range: Mid; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Aquifoliales","Aquifoliaceae","Ilex ambigua","Carolina Holly","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Small Tree; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Aquifoliales","Aquifoliaceae","Ilex collina","Longstalk Holly","Present","Native","Rare","Elevation Range: High; Life form: Small Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: May, June","High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Aquifoliales","Aquifoliaceae","Ilex crenata","Japanese Holly","Present","Non-native","Rare","Elevation Range: Low; Life form: Shrub; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Aquifoliales","Aquifoliaceae","Ilex montana","Mountain Holly","Present","Native","Abundant","Elevation Range: Mid to High; Life form: Small Tree; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: May, June","Mid to High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Aquifoliales","Aquifoliaceae","Ilex opaca","American holly","Present","Native","Common","Elevation Range: Low to Mid; Life form: Small Tree; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Aquifoliales","Aquifoliaceae","Ilex verticillata","Common Winterberry","Present","Native","Rare","Elevation Range: Low; Life form: Shrub; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asparagales","Amaryllidaceae","Narcissus poeticus","Poet's Narcissus","Present","Non-native","Rare","Elevation Range: Homesites; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Monocot; Bloom Time: March, April, May","Homesites","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asparagales","Amaryllidaceae","Narcissus pseudonarcissus","Daffodil","Present","Non-native","Uncommon","Elevation Range: Homesites; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Monocot; Bloom Time: February, March, April","Homesites","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asparagales","Asparagaceae","Asparagus officinalis","Garden Asparagus","Present","Non-native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Monocot; Wetland Status: Facultative Upland; Bloom Time: April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asparagales","Asparagaceae","Hyacinthoides nonscripta","New Name","Present","Non-native","Rare","Elevation Range: Homesites, Low; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Monocot","Homesites, Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asparagales","Asparagaceae","Liriope muscari","Big Blue Lilyturf","Present","Non-native","Rare","Elevation Range: Homesites, Low; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Monocot","Homesites, Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asparagales","Hypoxidaceae","Hypoxis hirsuta","Common Goldstar","Present","Native","Abundant","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial graminoid; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Monocot; Wetland Status: Facultative; Bloom Time: April, May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asparagales","Iridaceae","Gladiolus X gandavensis","Gladiolus","Present","Non-native","Rare","Elevation Range: Homesites; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Monocot","Homesites","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asparagales","Iridaceae","Iris cristata","Dwarf Crested Iris","Present","Native","Common","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Monocot; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asparagales","Iridaceae","Iris domestica","Blackberry Lily","Present","Non-native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Monocot; Bloom Time: June, July, August","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asparagales","Iridaceae","Iris laevigata","Rabbitear Iris","Present","Non-native","Rare","Elevation Range: Homesites; Taxa Group: Vascular-plant; Taxa Subcategory: Monocot","Homesites","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asparagales","Iridaceae","Iris pseudacorus","Paleyellow Iris","Present","Non-native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Monocot; Wetland Status: Obligate Wetland; Bloom Time: May, June; Exotic Plant Category: Exotic Plants Category 4","Low","Vascular-plant"
